year,exchange_rate,Corruption Perception Index,gdp_growth,ca_gdp,infl_diff,reserves_moi,country,log_exchange_rate,depreciation,lreserves_moi,corr_inv,corr_inv_l1,infl_diff_l1,ca_gdp_l1,reserves_moi_l1,gdp_growth_l1,AFC_97_98,GFC_08_09,COVID_20_22
2018.0,4.0327,47.0,4.843087,2.237082069,0.884709160571235,4.910236915543481,Malaysia,1.3944361268115137,-0.06378346887983843,1.5913221922805398,53.0,53.0,3.87120115774237,2.807870911,5.507607411304215,5.812722,0,0,0
2019.0,4.1429,53.0,4.413187,3.503886697,0.662891865764326,5.265751259437764,Malaysia,1.4213960257052396,0.026959898893725853,1.6612238247586835,47.0,53.0,0.884709160571235,2.237082069,4.910236915543481,4.843087,0,0,0
2020.0,4.2024,51.0,-5.45685,4.189567794,-1.1387021539305,6.268809973790878,Malaysia,1.4356557906576146,0.01425976495237502,1.835586539787569,49.0,47.0,0.662891865764326,3.503886697,5.265751259437764,4.413187,0,0,1
2021.0,4.1427,48.0,3.31535,3.877476707,2.47710241465447,5.186206096193127,Malaysia,1.421347749177278,-0.014308041480336708,1.64600242720479,52.0,49.0,-1.1387021539305,4.189567794,6.268809973790878,-5.45685,0,0,1
2022.0,4.4004,47.0,8.861822,3.125192857,3.37869862549928,4.328619080879475,Malaysia,1.4816954458831437,0.060347696705865816,1.4652485721834512,53.0,52.0,2.47710241465447,3.877476707,5.186206096193127,3.31535,0,0,1
2023.0,4.5595,50.0,3.555487,1.565428165,2.48886560125754,4.777740440180924,Malaysia,1.5172129683915831,0.035517522508439425,1.563967723480954,50.0,53.0,3.37869862549928,3.125192857,4.328619080879475,8.861822,0,0,0
2024.0,4.5766,50.0,5.114155,1.694446888,1.834100204499,4.4505783350303725,Malaysia,1.5209563643632864,0.003743395971703256,1.4930340506618727,50.0,50.0,2.48886560125754,1.565428165,4.777740440180924,3.555487,0,0,0
1995.0,1.4168,92.6,7.175401,16.49675045,0.8419175911,5.333435488567181,Singapura,0.3484008074864868,,1.6739955874945804,7.400000000000006,,,,,,0,0,0
1996.0,1.4097,88.0,7.471391,14.62734712,1.9995229208,5.620698687588766,Singapura,0.34337691579474267,-0.005023891691744109,1.7264559778133175,12.0,7.400000000000006,0.8419175911,16.49675045,5.333435488567181,7.175401,0,0,0
1997.0,1.4854,86.6,8.316209,15.56983555,2.0483684587,5.226170189596272,Singapura,0.39568409625305906,0.052307180458316394,1.6536787325069817,13.400000000000006,12.0,1.9995229208,14.62734712,5.620698687588766,7.471391,1,0,0
1998.0,1.6716,91.0,-2.19102,21.79155115,-1.428937329,6.723268495297269,Singapura,0.5137812515916232,0.11809715533856419,1.9055744195178361,9.0,13.400000000000006,2.0483684587,15.56983555,5.226170189596272,8.316209,1,0,0
1999.0,1.6945,91.0,5.718372,17.20388024,0.6769601072,6.072842294473168,Singapura,0.5273877120649689,0.013606460473345683,1.803826748271516,9.0,9.0,-1.428937329,21.79155115,6.723268495297269,-2.19102,0,0,0
2000.0,1.7245,91.0,9.038316,11.07150319,2.0634101282,5.258982758587865,Singapura,0.5449371533947585,0.017549441329789528,1.6599376161435453,9.0,9.0,0.6769601072,17.20388024,6.072842294473168,5.718372,0,0,0
2001.0,1.7921,92.0,-1.07086,14.43293028,-0.5882744393,5.587178312482654,Singapura,0.5833881165672059,0.03845096317244745,1.7204743855722755,8.0,9.0,2.0634101282,11.07150319,5.258982758587865,9.038316,0,0,0
2002.0,1.7907,93.0,3.923361,14.87705376,0.4364532152,5.894669036786939,Singapura,0.5826066048605768,-0.0007815117066291011,1.7740483893745678,7.0,8.0,-0.5882744393,14.43293028,5.587178312482654,-1.07086,0,0,0
2003.0,1.7425,94.0,4.548255,24.30208231,0.7451445634,6.142683744504517,Singapura,0.5553208636525419,-0.027285741208034953,1.8152617386010421,6.0,7.0,0.4364532152,14.87705376,5.894669036786939,3.923361,0,0,0
2004.0,1.6903,93.0,9.939983,19.31112136,1.3112281352,5.588123850179592,Singapura,0.524906027973995,-0.03041483567854686,1.720643604746027,7.0,6.0,0.7451445634,24.30208231,6.142683744504517,4.548255,0,0,0
2005.0,1.6645,94.0,7.366322,23.2604773,1.2603011663,4.9329964348623525,Singapura,0.5095247780329426,-0.015381249941052388,1.5959465995394715,6.0,7.0,1.3112281352,19.31112136,5.588123850179592,9.939983,0,0,0
2006.0,1.5889,94.0,9.006766,26.89338135,0.8086774834,4.900755911051553,Singapura,0.46304195291218425,-0.04648282512075835,1.5893894607801056,6.0,6.0,1.2603011663,23.2604773,4.9329964348623525,7.366322,0,0,0
2007.0,1.5069,93.0,9.02152,27.14333253,3.8203195967,5.080241749516099,Singapura,0.4100545604419716,-0.05298739247021267,1.6253588489455155,7.0,6.0,0.8086774834,26.89338135,4.900755911051553,9.006766,0,0,0
2008.0,1.4148,92.0,1.863483,15.08343562,5.365571124,4.631629219096207,Singapura,0.34698817834918855,-0.06306638209278304,1.5329086893759052,8.0,7.0,3.8203195967,27.14333253,5.080241749516099,9.02152,0,1,0
2009.0,1.4543,92.0,0.127953,16.39306329,-0.5274792108,6.001133806205258,Singapura,0.3745246852015274,0.027536506852338827,1.7919484190767843,8.0,8.0,5.365571124,15.08343562,4.631629219096207,1.863483,0,1,0
2010.0,1.3632,93.0,14.51975,22.93334722,4.5902410347,5.807773402745578,Singapura,0.3098348770929142,-0.06468980810861319,1.759197262082611,7.0,8.0,-0.5274792108,16.39306329,6.001133806205258,0.127953,0,0,0
2011.0,1.2575,92.0,6.214934,22.21845183,5.5343211098,5.165368862026705,Singapura,0.22912562299175726,-0.08070925410115692,1.6419765157092716,8.0,7.0,4.5902410347,22.93334722,5.807773402745578,14.51975,0,0,0
2012.0,1.2494,87.0,4.435498,17.6432739,4.3237427698,5.436233575267261,Singapura,0.22266343607733252,-0.006462186914424739,1.6930864635900833,13.0,8.0,5.5343211098,22.21845183,5.165368862026705,6.214934,0,0,0
2013.0,1.2512,86.0,4.817631,15.70718759,1.498938082,5.436831017860147,Singapura,0.22410309080890967,0.0014396547315771446,1.6931963576477098,14.0,13.0,4.3237427698,17.6432739,5.436233575267261,4.435498,0,0,0
2014.0,1.2673,84.0,3.93554,17.95021355,-0.0764556758,5.12342361688902,Singapura,0.2368886531058815,0.012785562296971836,1.63382289076142,16.0,14.0,1.498938082,15.70718759,5.436831017860147,4.817631,0,0,0
2015.0,1.3747,85.0,2.976799,18.69302229,-0.6392960696,5.416307534801162,Singapura,0.3182355254952373,0.08134687238935581,1.689414316642133,15.0,16.0,-0.0764556758,17.95021355,5.12342361688902,3.93554,0,0,0
2016.0,1.3811,84.0,3.747578,18.00580722,0.163132137,5.582084351886122,Singapura,0.32288028310174594,0.0046447576065086205,1.7195622464091485,16.0,15.0,-0.6392960696,18.69302229,5.416307534801162,2.976799,0,0,0
2017.0,1.3807,84.0,4.476899,18.60353979,0.3753009489,5.483541427593194,Singapura,0.32259061693996965,-0.0002896661617762808,1.7017511381441233,16.0,16.0,0.163132137,18.00580722,5.582084351886122,3.747578,0,0,0
2018.0,1.3488,85.0,3.451976,15.69251251,0.4646006551,4.908090955163928,Singapura,0.29921530826545395,-0.023375308674515705,1.5908850586989394,15.0,16.0,0.3753009489,18.60353979,5.483541427593194,4.476899,0,0,0
2019.0,1.3642,85.0,1.308041,15.38420388,0.761390767,4.804163725662861,Singapura,0.310568176238482,0.011352867973028036,1.5694829847491585,15.0,15.0,0.4646006551,15.69251251,4.908090955163928,3.451976,0,0,0
2020.0,1.3797,85.0,-3.81471,17.50100265,0.0238936732,6.536793065323245,Singapura,0.3218660842318507,0.011297907993368717,1.8774466882205914,15.0,15.0,0.761390767,15.38420388,4.804163725662861,1.308041,0,0,1
2021.0,1.3435,85.0,9.756804,19.79775935,3.9514676169,5.886554571211259,Singapura,0.2952781490734088,-0.026587935158441878,1.772670864063305,15.0,15.0,0.0238936732,17.50100265,6.536793065323245,-3.81471,0,0,1
